User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U04930,0.533333333,1.533333333,2.533333333,OnePlus,0,11.2,43.6,96.6,153,5.3,9938,7.6,3.6,0.757368421,Gaming
U04931,0.733333333,1.733333333,2.733333333,Samsung,1,5.9,30.8,187.4,12,1.3,866,4.6,3.2,0.463157895,Entertainment
U04932,0.088888889,1.088888889,2.088888889,Motorola,0,3.1,29.5,199.1,130,4.1,2097,5.3,0.5,0.263684211,Entertainment
U04933,0.288888889,1.288888889,2.288888889,Xiaomi,1,8.6,2.8,53.6,50,4.3,4940,7.6,0.8,0.016842105,Work
U04934,0.244444444,1.244444444,2.244444444,OnePlus,1,7.9,3.1,78.4,39,4,4515,3.4,0.5,0.216842105,Education
U04935,0.288888889,1.288888889,2.288888889,OnePlus,0,3.6,11.1,91.5,72,5.3,4864,1.7,0.8,0.987368421,Social Media
U04936,0.6,1.6,2.6,Oppo,0,3.2,26.5,239.5,200,4.9,5931,1.9,2.6,0.673157895,Social Media
U04937,0.977777778,1.977777778,2.977777778,OnePlus,0,2.8,13.9,25.9,165,2,9430,2.1,0.9,0.432105263,Work
U04938,0.644444444,1.644444444,2.644444444,Nokia,0,5.7,42,195.6,76,3.2,9078,2.9,0.1,0.936315789,Entertainment
U04939,0.711111111,1.711111111,2.711111111,Google Pixel,1,3.4,22.3,134.2,170,5.9,2530,4.6,2.7,0.127894737,Entertainment
U04940,0.844444444,1.844444444,2.844444444,Google Pixel,1,3.6,4.9,176.6,198,2.5,4487,6,0,0.9,Social Media
U04941,0.155555556,1.155555556,2.155555556,Nokia,0,6.2,18.2,284.8,96,5.8,1037,4.2,0,0.366315789,Work
U04942,0.444444444,1.444444444,2.444444444,Google Pixel,1,8.8,44.9,132.2,163,1.4,854,6.3,1.9,0.631052632,Education
U04943,0.155555556,1.155555556,2.155555556,Nokia,0,6.8,18.6,30.1,76,5.3,1659,7.4,1.2,0.901578947,Gaming
U04944,0.622222222,1.622222222,2.622222222,Oppo,0,10.8,39.7,250.5,102,2.3,3095,5.4,1.5,0.853684211,Social Media
U04945,0.088888889,1.088888889,2.088888889,Apple,1,6.2,31.4,248,45,3.8,4943,2.6,3.3,0.215789474,Social Media
U04946,0.511111111,1.511111111,2.511111111,Nokia,0,6.5,40.4,38.7,26,0.9,2757,3.6,0.7,0.711052632,Social Media
U04947,0.133333333,1.133333333,2.133333333,Motorola,1,2.5,8.6,168.8,80,1.9,529,4.8,0.6,0.625789474,Work
U04948,0.955555556,1.955555556,2.955555556,Nokia,1,8.6,29,287,175,5.4,7248,5.8,1.3,0.525263158,Work
U04949,0.822222222,1.822222222,2.822222222,Vivo,1,9.4,44.7,52.5,199,1.5,5936,5.6,4.1,0.395789474,Gaming
U04950,0.022222222,1.022222222,2.022222222,Nokia,1,10.7,48.7,289.8,18,5,6870,1.3,3.6,0.829473684,Entertainment
U04951,0.666666667,1.666666667,2.666666667,Google Pixel,0,4.9,9.3,278.5,20,0.7,9415,6.8,4.5,0.007368421,Work
U04952,0.911111111,1.911111111,2.911111111,Motorola,1,6.6,15.6,265.1,153,3.8,1931,7.5,1.2,0.225789474,Social Media
U04953,0.822222222,1.822222222,2.822222222,Motorola,0,3.6,4.5,101.6,50,4,9296,4.5,4.2,0.07,Entertainment
U04954,0.2,1.2,2.2,Apple,0,9.1,31.3,174.7,115,0.6,9166,6.1,3.3,0.302105263,Entertainment
U04955,0.133333333,1.133333333,2.133333333,Motorola,1,4.7,47.3,241.8,30,3.6,5550,3.9,2.1,0.753157895,Work
U04956,0.777777778,1.777777778,2.777777778,Oppo,1,3.4,47.9,81.9,43,3.2,5685,3.6,3.1,0.413684211,Education
U04957,0.466666667,1.466666667,2.466666667,Motorola,0,4.6,30.4,257.8,35,3.8,3614,5,0.1,0.823684211,Gaming
U04958,0.955555556,1.955555556,2.955555556,Xiaomi,0,1.1,31.5,98.3,120,1.8,4152,3.3,0.5,0.118421053,Gaming
U04959,0.555555556,1.555555556,2.555555556,Apple,0,3,3.3,208.4,47,2.2,3414,8,2.3,0.997368421,Social Media
U04960,0.955555556,1.955555556,2.955555556,Vivo,1,4.1,21.7,16.2,144,1.4,6461,2.7,3,0.816842105,Gaming
U04961,0.711111111,1.711111111,2.711111111,Xiaomi,0,8.6,11.9,166.6,62,2.2,5483,4.2,0.4,0.942105263,Entertainment
U04962,0.577777778,1.577777778,2.577777778,Apple,0,10.6,32.6,169.3,106,3.1,1408,5,1.9,0.906842105,Gaming
U04963,0.977777778,1.977777778,2.977777778,OnePlus,1,5,10.7,102.7,192,5.7,9931,3.8,1.9,0.611052632,Entertainment
U04964,0.244444444,1.244444444,2.244444444,Realme,1,10.1,30.4,83.3,81,5.9,1281,3.3,0.4,0.524210526,Gaming
U04965,0.244444444,1.244444444,2.244444444,Vivo,1,4.7,39.8,283.4,188,2.9,3225,0.6,2.1,0.609473684,Gaming
U04966,0.977777778,1.977777778,2.977777778,Samsung,1,10.6,48.2,265.9,38,3.4,6260,2.8,3.6,0.987368421,Social Media
U04967,1,2,3,Oppo,0,5.3,33.6,284.5,172,4.9,4020,4,3.6,0.373157895,Work
U04968,0.822222222,1.822222222,2.822222222,Realme,0,4.2,12.4,137.1,192,1.2,2386,4.3,3.6,0.297894737,Social Media
U04969,0.8,1.8,2.8,OnePlus,1,3.9,34.7,137.4,52,1.1,1897,2.6,2.8,0.255789474,Work
U04970,0.244444444,1.244444444,2.244444444,Realme,1,9.2,10.5,63.6,151,1.1,4685,1.4,4.8,0.439473684,Social Media
U04971,0.777777778,1.777777778,2.777777778,Samsung,0,9.2,12.8,252.8,161,3.2,8468,7.8,4.7,0.283684211,Social Media
U04972,0.311111111,1.311111111,2.311111111,OnePlus,0,4,15.4,85.8,126,3.2,4389,1.6,2.1,0.562105263,Work
U04973,0.066666667,1.066666667,2.066666667,Realme,0,4,12.6,38.3,109,1.5,5883,4.6,2.8,0.512631579,Gaming
U04974,0.466666667,1.466666667,2.466666667,Motorola,1,2,41.7,57.8,96,5.8,8256,3.3,0.1,0.593684211,Gaming
U04975,0.355555556,1.355555556,2.355555556,Apple,1,6.3,6.6,108.5,11,4,1807,3.8,3.3,0.600526316,Education
U04976,0.711111111,1.711111111,2.711111111,Xiaomi,0,9.4,41.3,251.5,163,1.1,3823,7.2,1.7,0.76,Work
U04977,0.844444444,1.844444444,2.844444444,Samsung,0,2.8,40.1,91.7,92,5.2,9435,4.9,0.6,0.522631579,Gaming
U04978,0.111111111,1.111111111,2.111111111,Xiaomi,1,9.4,23.1,136.2,171,2,3839,1,4.6,0.944210526,Entertainment
U04979,0.288888889,1.288888889,2.288888889,OnePlus,0,10.2,19.5,123,117,3.5,2921,5.5,3.5,0.598947368,Entertainment
U04980,0.288888889,1.288888889,2.288888889,OnePlus,1,1.8,21,143.6,189,5,8743,7.6,3.2,0.686315789,Social Media
U04981,0.066666667,1.066666667,2.066666667,Samsung,0,8.4,21.5,269,74,2.5,7993,7.2,3.9,0.394210526,Entertainment
U04982,0.311111111,1.311111111,2.311111111,Samsung,1,11.3,41.6,62.2,79,3.7,5408,0.6,4.7,0.595263158,Education
U04983,0.555555556,1.555555556,2.555555556,Nokia,0,8.6,33.4,227.8,175,5.6,6388,6.8,2.8,0.105263158,Social Media
U04984,0.977777778,1.977777778,2.977777778,Xiaomi,1,3.1,36.2,189.4,70,0.5,8891,3.5,1.1,0.931052632,Gaming
U04985,0.288888889,1.288888889,2.288888889,Vivo,1,11.2,17.8,259.5,98,4.8,7873,1.9,3.9,0.879473684,Social Media
U04986,0.133333333,1.133333333,2.133333333,Motorola,1,10.1,19.6,18.9,65,2.7,1275,5.7,1.1,0.206315789,Work
U04987,0.555555556,1.555555556,2.555555556,Google Pixel,1,10.5,33.6,232.3,59,2.5,7301,6.2,1.5,0.259473684,Work
U04988,0.977777778,1.977777778,2.977777778,Google Pixel,0,7.7,44.2,263.3,115,4.6,3824,3,1.1,0.061052632,Gaming
U04989,0.644444444,1.644444444,2.644444444,Motorola,1,7.3,33.2,221,12,2.1,9418,1.7,3.9,0.519473684,Social Media
U04990,0.622222222,1.622222222,2.622222222,Oppo,0,5.6,21.6,246.1,154,4.4,2921,4.5,1.4,0.848421053,Work
U04991,0.866666667,1.866666667,2.866666667,Apple,1,8.9,35.3,22,97,0.9,7374,6.2,0.7,0.491052632,Entertainment
U04992,0.8,1.8,2.8,Motorola,1,5.8,46.4,24.3,67,2.6,1624,3.5,4.6,0.084210526,Education
U04993,0.777777778,1.777777778,2.777777778,Motorola,0,9,33.1,272.6,166,2.2,7346,2.9,4.9,0.291578947,Gaming
U04994,0.711111111,1.711111111,2.711111111,Google Pixel,0,1.1,17.6,118.8,142,5.9,7322,0.7,3.1,0.447368421,Gaming
U04995,0.977777778,1.977777778,2.977777778,Samsung,0,11.8,44.7,22.5,80,1.7,9494,1.2,4.7,0.078947368,Education
U04996,0.022222222,1.022222222,2.022222222,Oppo,1,4.6,25.8,255.6,65,0.5,4504,2.7,0.1,0.334736842,Gaming
U04997,0.644444444,1.644444444,2.644444444,Realme,0,7.2,32.4,244,144,2.7,3562,6.3,2.1,0.307368421,Education
U04998,0.444444444,1.444444444,2.444444444,Xiaomi,1,11.2,10.4,106.8,187,2,7571,6.5,4.3,0.578421053,Education
U04999,0.8,1.8,2.8,Xiaomi,1,6.1,2.1,244.8,130,1.5,976,6.9,4.2,0.223157895,Education
U05000,0.866666667,1.866666667,2.866666667,Apple,0,2.5,29.8,98.8,64,5.4,5459,3.4,1.2,0.022105263,Education
U05001,0.355555556,1.355555556,2.355555556,Oppo,1,9.5,36.1,261.5,31,5.9,5970,7.3,0.9,0.263157895,Entertainment
U05002,0.111111111,1.111111111,2.111111111,Google Pixel,1,1.6,48.4,234.8,142,5.9,4799,5.8,4.2,0.089473684,Entertainment
U05003,0.333333333,1.333333333,2.333333333,Vivo,1,9.9,31.2,137.7,166,4.8,6792,3.7,4.7,0.021578947,Gaming
U05004,0.355555556,1.355555556,2.355555556,Motorola,0,2.9,26,12.2,33,1.2,4863,0.9,4.7,0.263157895,Social Media
U05005,0.488888889,1.488888889,2.488888889,Vivo,1,11.8,35.9,134,83,2.6,2078,7.8,2.6,0.287368421,Social Media
U05006,0.911111111,1.911111111,2.911111111,Xiaomi,1,10.1,34.5,66.9,28,4.8,2900,7,0.5,0.022631579,Education
U05007,0.755555556,1.755555556,2.755555556,OnePlus,1,9.9,14.7,41.3,135,2.1,4058,3.8,3.9,0.552631579,Education
U05008,0.933333333,1.933333333,2.933333333,Xiaomi,0,4.8,18.1,73.1,142,1.3,9602,1.4,4.8,0.516842105,Work
U05009,0.577777778,1.577777778,2.577777778,Apple,1,9,12.8,148.4,53,3.8,2997,2.6,2.3,0.997894737,Gaming
U05010,0.333333333,1.333333333,2.333333333,Samsung,1,11.3,18.1,202.8,14,0.9,160,4.9,1.9,0.676842105,Education
U05011,0.333333333,1.333333333,2.333333333,Nokia,1,2.2,46.1,102.3,141,3.8,8630,7.5,1.8,0.179473684,Entertainment
U05012,0.111111111,1.111111111,2.111111111,Oppo,1,1.2,20.3,283.5,161,0.7,3178,3.3,1.7,0.213157895,Education
U05013,0.222222222,1.222222222,2.222222222,Apple,1,4.1,1.6,49.5,147,2.4,6623,2.4,1.7,0.604210526,Education
U05014,0.777777778,1.777777778,2.777777778,Motorola,1,8.3,2.3,134.5,181,3.4,4920,2.7,3.9,0.788421053,Work
U05015,0.133333333,1.133333333,2.133333333,Samsung,0,11.3,40.8,174.8,72,3.1,7565,3.1,1.5,0.720526316,Entertainment
U05016,0.022222222,1.022222222,2.022222222,OnePlus,1,9.4,12.1,150.1,22,4,7042,3.7,3.6,0.438947368,Gaming
U05017,0.466666667,1.466666667,2.466666667,Oppo,1,11,13.4,228.5,16,4,7165,2.7,0.3,0.865789474,Gaming
U05018,0.466666667,1.466666667,2.466666667,Samsung,0,7.9,1.2,135.3,20,2.8,876,0.7,1.1,0.850526316,Education
U05019,0.533333333,1.533333333,2.533333333,Xiaomi,1,8.8,3.4,121.1,126,1.2,6134,7.3,4.8,0.395263158,Work
U05020,0.266666667,1.266666667,2.266666667,Apple,0,3.1,15.5,157,90,5.2,4515,1.8,3.9,0.886842105,Education
U05021,0.311111111,1.311111111,2.311111111,Vivo,0,9.1,10.5,223.8,75,3.9,3045,7.4,1.8,0.217368421,Gaming
U05022,0.622222222,1.622222222,2.622222222,Xiaomi,1,3.5,40.6,286.3,75,2.7,5939,3,4.5,0.136842105,Entertainment
U05023,0.866666667,1.866666667,2.866666667,Apple,0,2.8,13.6,102.8,49,2.8,9775,7.7,4.7,0.585263158,Education
U05024,0.733333333,1.733333333,2.733333333,Motorola,0,10,42.1,202,75,0.5,3391,5.8,0.7,0.075789474,Work
U05025,0.622222222,1.622222222,2.622222222,Apple,1,1.2,17.5,95.2,98,2.5,2628,4.9,2.9,0.957894737,Entertainment
U05026,0.844444444,1.844444444,2.844444444,Xiaomi,0,11.1,36.7,30.6,42,3.6,3736,7.1,4.5,0.517368421,Work
U05027,0.511111111,1.511111111,2.511111111,Samsung,0,5,31.2,76.7,177,2.7,4792,7.7,0.7,0.806842105,Education
U05028,0.711111111,1.711111111,2.711111111,Motorola,0,1.6,6.1,210.8,60,2.8,2988,7.8,0.3,0.157894737,Education
U05029,0.355555556,1.355555556,2.355555556,Motorola,1,4.6,14.9,278.4,37,3,8652,7.9,3.7,0.112631579,Entertainment
U05030,0.022222222,1.022222222,2.022222222,Motorola,0,1.7,12.9,116.8,23,2.8,5612,7.5,4,0.380526316,Entertainment
U05031,0.377777778,1.377777778,2.377777778,Nokia,0,1.3,42.7,293,185,6,6995,6.5,2.1,0.274210526,Education
U05032,0.844444444,1.844444444,2.844444444,Oppo,0,5.1,11.2,77.8,88,2.1,5240,4,0.4,0.429473684,Entertainment
U05033,0.133333333,1.133333333,2.133333333,Oppo,1,12,24.8,205.6,23,4,6152,5.1,4,0.912631579,Work
U05034,0.466666667,1.466666667,2.466666667,Motorola,0,7.7,26.8,212.1,100,3.9,3279,6.6,1.7,0.076842105,Entertainment
U05035,0.377777778,1.377777778,2.377777778,Motorola,0,4.1,47,294.3,184,0.7,2389,4.5,1.8,0.773684211,Education
U05036,0.777777778,1.777777778,2.777777778,Samsung,0,2.5,19.8,196.2,51,1.5,915,6,3.1,0.425789474,Education
U05037,0.266666667,1.266666667,2.266666667,Realme,0,10.8,39.6,213.8,59,0.7,5797,3.1,2,0.959473684,Gaming
U05038,0.955555556,1.955555556,2.955555556,OnePlus,1,11.6,45.9,287.7,176,4.9,6695,7.9,1.2,0.188421053,Gaming
U05039,0.977777778,1.977777778,2.977777778,OnePlus,1,6.2,36.3,96.9,24,4,4835,5.9,0.4,0.220526316,Work
U05040,0.422222222,1.422222222,2.422222222,Oppo,0,6.3,24.9,270.6,111,5.8,478,5,4,0.447894737,Work
U05041,0.6,1.6,2.6,Motorola,1,5.4,40.7,178,160,4.1,2197,3.5,4.9,0.513157895,Education
U05042,0.4,1.4,2.4,Realme,0,8.5,23.4,152.8,47,2.3,9842,6.5,1.3,0.237894737,Entertainment
U05043,0.422222222,1.422222222,2.422222222,Realme,1,3.3,36.2,19.1,181,0.8,7030,1.7,0.1,0.821052632,Gaming
U05044,0,1,2,Vivo,1,6,4.6,237.2,86,2.5,3251,6.3,0.5,0.584736842,Work
U05045,0.133333333,1.133333333,2.133333333,Oppo,1,4.7,43.7,99.5,39,1.3,3321,6.1,4.9,0.897368421,Gaming
U05046,0.133333333,1.133333333,2.133333333,Apple,1,1.7,10.7,105.7,129,3.3,3196,3,1.2,0.342105263,Entertainment
U05047,0.311111111,1.311111111,2.311111111,Google Pixel,1,3.2,28.4,179,140,5.6,179,7,2.5,0.476842105,Gaming
U05048,0.044444444,1.044444444,2.044444444,Samsung,1,6.6,18.2,58,32,3.6,4311,7.5,3.6,0.046842105,Gaming
U05049,0.155555556,1.155555556,2.155555556,Oppo,0,6,36.4,140.7,194,1.3,7935,3,0.3,0.639473684,Education
U05050,0.955555556,1.955555556,2.955555556,Nokia,0,10,33.8,263.1,83,4.7,418,4.6,3.1,0.55,Entertainment
U05051,0,1,2,Nokia,1,9.2,28.4,38.9,92,1.6,7484,4.1,1.8,0.428947368,Gaming
U05052,0.155555556,1.155555556,2.155555556,OnePlus,1,11.9,11.2,74.2,107,0.8,3506,6.5,3.5,0.777368421,Social Media
U05053,0.044444444,1.044444444,2.044444444,Vivo,1,7.7,11.3,262.1,196,3.4,5564,7.4,0.4,0.476315789,Work
U05054,0.955555556,1.955555556,2.955555556,OnePlus,0,11.4,7.2,183.9,81,1.3,2133,4.1,0.9,0.184736842,Education
U05055,0.777777778,1.777777778,2.777777778,Realme,1,2.3,27.4,6.5,43,4.8,8808,1.8,4.9,0.365263158,Social Media
U05056,0.666666667,1.666666667,2.666666667,OnePlus,0,3.8,19,222.8,39,5.2,3129,5.4,3.6,0.101578947,Gaming
U05057,0.866666667,1.866666667,2.866666667,Google Pixel,0,4.3,39.4,260.2,166,1.6,1910,2,4.8,0.58,Social Media
U05058,0.911111111,1.911111111,2.911111111,OnePlus,0,4.3,35.3,159.8,105,3.3,1140,2.9,4,0.157368421,Education
U05059,0.666666667,1.666666667,2.666666667,Samsung,0,8.1,37,74,88,3.7,7606,5.7,2.9,0.075263158,Social Media
U05060,0.266666667,1.266666667,2.266666667,Apple,0,1.3,41.6,97.1,85,5.4,6377,0.9,3,0.357368421,Entertainment
U05061,0.422222222,1.422222222,2.422222222,Xiaomi,1,5,41.7,53.2,12,4.2,285,7.8,4.5,0.655263158,Social Media
U05062,0.755555556,1.755555556,2.755555556,Samsung,1,1.3,23.3,22.1,148,0.5,6261,3.6,1.4,0.59,Social Media
U05063,0.177777778,1.177777778,2.177777778,Google Pixel,1,6.1,44.8,87.6,165,2.9,266,1.6,4.9,0.356842105,Work
U05064,0.244444444,1.244444444,2.244444444,Samsung,0,2.2,35.3,165.3,45,5.3,3351,3.4,1.9,0.328947368,Work
U05065,0.111111111,1.111111111,2.111111111,Realme,1,10.2,23,284.7,20,5,9666,0.7,4.5,0.951578947,Gaming
U05066,0.755555556,1.755555556,2.755555556,Motorola,0,8,29.2,22.3,45,1.7,175,1.3,4.7,0.108947368,Social Media
U05067,0,1,2,Realme,1,10.4,43.6,21,167,1.1,8614,6.5,4.1,0.808947368,Entertainment
U05068,0.2,1.2,2.2,Xiaomi,0,5.9,33,119,123,5.3,8968,7.4,0.7,0.917894737,Social Media
U05069,0.2,1.2,2.2,Motorola,1,9.3,22.2,174.3,97,3.2,4208,3.8,0.5,0.213684211,Social Media
U05070,0.133333333,1.133333333,2.133333333,Oppo,1,4.4,22.1,23.5,147,0.7,1012,6.4,1.4,0.043684211,Social Media
U05071,0.377777778,1.377777778,2.377777778,Samsung,1,12,19.1,74.1,40,1.5,6786,2.3,1.4,0.898947368,Education
U05072,0.822222222,1.822222222,2.822222222,OnePlus,0,7.8,25.1,111.2,112,1.6,7816,2.3,2.5,0.482631579,Entertainment
U05073,0.711111111,1.711111111,2.711111111,Apple,0,11,28.4,269.1,187,0.8,3890,4,1.7,0.458421053,Work
U05074,0.244444444,1.244444444,2.244444444,Google Pixel,1,7.3,47.8,76.3,86,4.6,1383,4.3,0.3,0.443684211,Social Media
U05075,0.333333333,1.333333333,2.333333333,Samsung,0,5.5,17.9,23.8,80,3.3,7697,4.4,2.9,0.352105263,Work
U05076,0.422222222,1.422222222,2.422222222,Apple,1,7.4,2.4,222.1,157,1.6,3604,0.8,0.1,0.292631579,Education
U05077,0.111111111,1.111111111,2.111111111,OnePlus,0,9.8,24.7,124.9,31,0.7,3483,3.3,3.6,0.034210526,Education
U05078,0,1,2,Samsung,0,1.5,29.2,170.4,51,4.1,8734,4.7,3.8,0.411052632,Education
U05079,0.155555556,1.155555556,2.155555556,Google Pixel,1,8.5,49.3,64.5,168,5.1,5325,0.9,1.7,0.846842105,Gaming
U05080,0.422222222,1.422222222,2.422222222,Apple,0,7.7,28.2,140.7,129,0.9,8347,4.6,0.6,0.820526316,Social Media
U05081,0.977777778,1.977777778,2.977777778,Xiaomi,1,1.4,13.6,73.2,171,2.5,5189,6.5,0.8,0.979473684,Education
U05082,0.822222222,1.822222222,2.822222222,Apple,0,1.8,8.9,160.6,162,4.8,9690,6.3,0.4,0.903684211,Gaming
U05083,0.088888889,1.088888889,2.088888889,Motorola,1,7.9,34.3,18.5,110,2.2,4842,5.3,2.1,0.828421053,Work
U05084,0.866666667,1.866666667,2.866666667,Motorola,0,5.8,2.3,105.6,24,0.7,8965,1.2,3,0.631578947,Gaming
U05085,0.977777778,1.977777778,2.977777778,Realme,0,11.1,33.6,18.1,71,1.3,5577,7.9,4.3,0.476842105,Education
U05086,0.844444444,1.844444444,2.844444444,Samsung,1,11.5,13.2,215.4,61,4.5,7385,2.3,1.7,0.871578947,Entertainment
U05087,0.888888889,1.888888889,2.888888889,Nokia,0,4.9,6.8,171.1,43,1.6,7354,7.3,1.7,0.396315789,Social Media
U05088,0.666666667,1.666666667,2.666666667,Xiaomi,0,3.7,33.6,98.7,146,0.8,2114,6.8,4.9,0.989473684,Social Media
U05089,0.688888889,1.688888889,2.688888889,Samsung,0,5.6,34.9,49.9,88,4.2,5739,7.7,1.9,0.509473684,Education
U05090,0.844444444,1.844444444,2.844444444,Oppo,0,5.7,42.6,6.6,142,2.6,9623,6.9,3.1,0.152631579,Entertainment
U05091,0.2,1.2,2.2,Realme,1,4.6,44.8,48.8,26,6,3542,4.7,0,0.026842105,Gaming
U05092,0.777777778,1.777777778,2.777777778,Samsung,1,5.1,19,286.6,199,1.7,2093,4.5,0.9,0.364736842,Work
U05093,1,2,3,Xiaomi,1,7.4,35.3,20.2,27,2.8,9723,3.7,1.9,0.815789474,Education
U05094,0.022222222,1.022222222,2.022222222,Realme,0,10.6,49.9,296.8,48,4.9,5197,2.4,3.3,0.528947368,Entertainment
U05095,0.2,1.2,2.2,Xiaomi,0,5,38,201.9,66,2.3,8470,2.8,0.9,0.477368421,Education
U05096,0.733333333,1.733333333,2.733333333,OnePlus,1,3.6,47.6,74.8,52,5.7,9171,2.6,0.2,0.893684211,Education
U05097,0.288888889,1.288888889,2.288888889,Xiaomi,0,1.4,9.6,223.2,185,3.8,7357,7.5,3.3,0.794210526,Work
U05098,0.155555556,1.155555556,2.155555556,Vivo,0,5.8,7.3,253.6,180,2.5,5467,7.6,3.7,0.006315789,Social Media
U05099,0.822222222,1.822222222,2.822222222,Xiaomi,1,3.3,36.5,175.6,198,5.9,7984,6.5,3.2,0.197894737,Gaming
U05100,0.266666667,1.266666667,2.266666667,Google Pixel,1,2.6,26.9,153,94,2.5,8218,7.7,4.9,0.363684211,Gaming
U05101,0.933333333,1.933333333,2.933333333,Realme,0,9.5,11.9,202.7,140,5.3,6232,1.8,4.2,0.179473684,Education
U05102,0.111111111,1.111111111,2.111111111,Realme,1,6.9,50,274.7,76,4.2,9289,6.7,3,0.324210526,Work
U05103,0.133333333,1.133333333,2.133333333,Oppo,1,3.1,38.5,151.5,153,5.9,8163,6.5,2.8,0.419473684,Entertainment
U05104,0.044444444,1.044444444,2.044444444,Nokia,0,9.5,39.6,56.7,124,1.7,6167,1.4,0.7,0.773684211,Social Media
U05105,0.155555556,1.155555556,2.155555556,Oppo,1,10.9,23.2,244.2,105,4.8,2265,1,1.7,0.11,Education
U05106,0.688888889,1.688888889,2.688888889,OnePlus,0,5.9,41.1,168.8,168,1.2,7824,5.6,2.7,0.575263158,Social Media
U05107,0.488888889,1.488888889,2.488888889,Motorola,1,1.5,8,296.4,35,2.1,9407,5.9,0.1,0.421052632,Work
U05108,0.733333333,1.733333333,2.733333333,OnePlus,0,1.5,33.7,142.6,54,0.9,4844,3.6,3.2,0.994210526,Education
U05109,0.155555556,1.155555556,2.155555556,Motorola,0,8.8,32.3,245.2,73,2.1,8829,7.5,2.9,0.879473684,Work
U05110,0.155555556,1.155555556,2.155555556,Samsung,0,9.6,16.8,172.1,35,5.7,6404,3.3,2.2,0.96,Education
U05111,0.444444444,1.444444444,2.444444444,Oppo,0,4.8,18.2,156,141,2.9,4002,7.2,4.6,0.49,Social Media
U05112,0.777777778,1.777777778,2.777777778,Nokia,1,8.5,33.1,7.8,104,4.8,8729,2.6,0.3,0.04,Gaming
U05113,0.311111111,1.311111111,2.311111111,Vivo,0,9.4,42.6,147.7,140,3.4,2487,4.1,0.7,0.699473684,Social Media
U05114,0.355555556,1.355555556,2.355555556,Nokia,1,2.2,29.2,257.1,30,3.2,6505,5.1,2.4,0.681052632,Entertainment
U05115,0.8,1.8,2.8,Realme,0,6.9,26.3,256.1,33,5.6,5484,1.8,3.8,0.18,Entertainment
U05116,0.4,1.4,2.4,Vivo,1,2.6,2.4,7,27,5.6,2975,4.5,3.7,0.599473684,Education
U05117,0.466666667,1.466666667,2.466666667,Google Pixel,1,6.6,4,15.9,163,3.2,432,5.1,1.7,0.586842105,Education
U05118,0.244444444,1.244444444,2.244444444,Samsung,0,5.5,12.3,66.6,25,0.6,1178,1.7,1.8,0.639473684,Gaming
U05119,0.533333333,1.533333333,2.533333333,Apple,0,1.5,11.4,291.7,100,6,3268,7.4,0.6,0.326842105,Social Media
U05120,0.933333333,1.933333333,2.933333333,Motorola,1,3.6,45.3,66.6,28,5.3,3033,6.3,3.2,0.342631579,Education
U05121,0.977777778,1.977777778,2.977777778,Apple,0,10.4,22.7,187.1,14,0.6,8906,1.7,3.7,0.583684211,Work
U05122,0.155555556,1.155555556,2.155555556,Vivo,1,6.9,18.9,201.5,88,1.4,6605,3.9,4.2,0.006315789,Education
U05123,0.422222222,1.422222222,2.422222222,Apple,1,5.7,5.8,146.3,172,1.9,1897,5.6,4.6,0.900526316,Gaming
U05124,0.6,1.6,2.6,Vivo,0,11.7,21.5,94.7,38,5,2712,7.6,3.2,0.996842105,Gaming
U05125,0.844444444,1.844444444,2.844444444,Xiaomi,0,1.3,43.5,181.1,179,2.8,5283,1.5,3.7,0.814210526,Work
U05126,0.4,1.4,2.4,Oppo,1,5.5,18.6,165.1,75,3.9,4647,4,1.6,0.330526316,Work
U05127,0.133333333,1.133333333,2.133333333,Realme,1,7.2,4.8,52.7,74,5.3,4308,6,3.1,0.221578947,Entertainment
U05128,0.266666667,1.266666667,2.266666667,Oppo,1,6.7,46.4,287.5,189,5.8,4727,6.1,1.5,0.043684211,Gaming
U05129,0.6,1.6,2.6,Vivo,0,11.5,23,101.6,133,1.2,3377,3.4,2.1,0.025789474,Gaming
U05130,0.555555556,1.555555556,2.555555556,OnePlus,1,5.7,44.3,85.8,92,4.1,9084,0.7,2.6,0.425263158,Social Media
U05131,0.911111111,1.911111111,2.911111111,Oppo,1,9.6,17.2,297.3,135,0.7,4701,1.8,0.6,0.024210526,Entertainment
U05132,0.155555556,1.155555556,2.155555556,Apple,1,11.8,8.4,254.5,151,1.1,2022,6.9,1.9,0.853157895,Entertainment
U05133,0.733333333,1.733333333,2.733333333,Realme,0,4.3,25.6,157.3,181,3.7,9376,6.3,2.5,0.817894737,Work
U05134,0.022222222,1.022222222,2.022222222,Xiaomi,0,11.9,47,76.4,125,4.7,4510,1.6,1.1,0.931052632,Education
U05135,0.533333333,1.533333333,2.533333333,Motorola,0,10.3,34.2,92.6,59,3.6,7373,0.5,0.7,0.582105263,Education
U05136,0.422222222,1.422222222,2.422222222,Samsung,1,2.3,48,270.1,148,3.9,5713,0.9,0.5,0.161052632,Entertainment
